conjecture_id,found,elapsed_seconds,score,graph6,evaluated,classes,x,x_value,y,y_value,sign,rhs,order,size,density,minimum_degree,maximum_degree,average_degree
1178,True,0.022253,0.2,A_,1,connected,clique_number,2,average_degree,1.0,>=,1.2,2,1,1.0,1,1,1.0
