conjecture_id,found,elapsed_seconds,score,graph6,evaluated,classes,x,x_value,y,y_value,sign,rhs,order,size,density,minimum_degree,maximum_degree,average_degree
886,True,0.048529,4,I^|??KF@w,20,connected,maximum_degree,4,triangle_number,14,<=,10.0,10,19,0.4222222222222222,3,4,3.8
980,True,0.023765,0.625,A_,1,connected,average_degree,1.0,clique_number,2,<=,1.375,2,1,1.0,1,1,1.0
981,True,0.023225,0.333333333333,A_,1,connected,average_degree,1.0,clique_number,2,<=,1.6666666666666667,2,1,1.0,1,1,1.0
1177,True,0.027320,0.333333333333,A_,1,connected,clique_number,2,average_degree,1.0,>=,1.3333333333333333,2,1,1.0,1,1,1.0
1178,True,0.023441,0.2,A_,1,connected,clique_number,2,average_degree,1.0,>=,1.2,2,1,1.0,1,1,1.0
1191,True,0.076324,0.549340548341,K~z~~~~~~v~~,142,connected,clique_number,10,minimum_degree,10,<=,9.450659451659458,12,64,0.9696969696969697,10,11,10.666666666666666
1466,True,0.662992,1.77242857143,MsaCC@?OA?G?O?O??,17,connected,domination_number,2,independent_domination_number,7,<=,5.2275714285714265,14,13,0.14285714285714285,1,7,1.8571428571428572
1566,True,0.047597,1,KAQJ@?AC???D,25,connected,total_domination_number,8,independence_number,6,>=,7.0,12,11,0.16666666666666666,1,3,1.8333333333333333
1587,True,0.031902,0.333333333333,Jh_GK?@?K??,12,connected,total_domination_number,7,matching_number,4,>=,4.333333333333333,11,10,0.18181818181818182,1,4,1.8181818181818181
1588,True,0.027876,1,Jh_GK?@?K??,12,connected,total_domination_number,7,matching_number,4,>=,5.0,11,10,0.18181818181818182,1,4,1.8181818181818181
1600,True,0.041850,0.333333333333,Jh_GK?@?K??,12,connected,total_domination_number,7,vertex_cover_number,4,>=,4.333333333333333,11,10,0.18181818181818182,1,4,1.8181818181818181
1601,True,0.032871,1,Jh_GK?@?K??,12,connected,total_domination_number,7,vertex_cover_number,4,>=,5.0,11,10,0.18181818181818182,1,4,1.8181818181818181
1708,True,0.026245,1,KAQJ@?AC???D,25,connected,independence_number,6,total_domination_number,8,<=,7.0,12,11,0.16666666666666666,1,3,1.8333333333333333
1880,True,0.670175,2,MsaCC@?OA?G?O?O??,17,connected,vertex_cover_number,2,independent_domination_number,7,<=,5.0,14,13,0.14285714285714285,1,7,1.8571428571428572
1891,True,0.045064,0.5,Jh_GK?@?K??,12,connected,vertex_cover_number,4,total_domination_number,7,<=,6.5,11,10,0.18181818181818182,1,4,1.8181818181818181
2041,True,0.617833,0.5,MsaCC@?OA?G?O?O??,17,connected,independent_domination_number,7,matching_number,2,>=,2.5,14,13,0.14285714285714285,1,7,1.8571428571428572
2051,True,0.027413,0.5,MsaCC@?OA?G?O?O??,17,connected,independent_domination_number,7,vertex_cover_number,2,>=,2.5,14,13,0.14285714285714285,1,7,1.8571428571428572
2117,True,0.021447,1.77242857143,MsaCC@?OA?G?O?O??,17,connected,matching_number,2,independent_domination_number,7,<=,5.2275714285714265,14,13,0.14285714285714285,1,7,1.8571428571428572
2120,True,0.024794,0.5,Jh_GK?@?K??,12,connected,matching_number,4,total_domination_number,7,<=,6.5,11,10,0.18181818181818182,1,4,1.8181818181818181
2121,True,0.025618,1,Jh_GK?@?K??,12,connected,matching_number,4,total_domination_number,7,<=,6.0,11,10,0.18181818181818182,1,4,1.8181818181818181
4247,True,0.028970,4,A_,1,"connected,tree",diameter,1,independent_domination_number,1,<=,-3.0,2,1,1.0,1,1,1.0
4668,True,0.027065,1.77242857143,MsaCC@?OA?G?O?O??,10,"connected,tree",vertex_cover_number,2,independent_domination_number,7,<=,5.2275714285714265,14,13,0.14285714285714285,1,7,1.8571428571428572
4712,True,0.025821,1,A_,1,"connected,tree",independent_domination_number,1,diameter,1,>=,2.0,2,1,1.0,1,1,1.0
5952,True,2.174307,1,X~KGW[@?W?_B?@??_?G?B??M??W??w??{??@O??]??Go?D`@_??,243,"claw_free,connected",diameter,6,independence_number,9,<=,8.0,25,52,0.17333333333333334,2,7,4.16
5994,True,0.608050,0.486714285714,KJYJbOAC???D,25,"claw_free,connected",radius,4,domination_number,4,<=,3.513285714285722,12,17,0.25757575757575757,1,5,2.8333333333333335
5996,True,0.531613,1.601,MpE_GEc?G?}?K@??_,14,"claw_free,connected",radius,3,total_domination_number,7,<=,5.3990000000000045,14,21,0.23076923076923078,1,6,3.0
5998,True,0.446809,0.486714285714,KAQJ`?aC???D,25,"claw_free,connected",radius,4,independence_number,6,<=,5.513285714285715,12,13,0.19696969696969696,1,4,2.1666666666666665
6000,True,1.182423,0.201,MhoGMO@?KW@`?@qO?,13,"claw_free,connected",radius,3,independent_domination_number,5,<=,4.799000000000008,14,23,0.25274725274725274,1,7,3.2857142857142856
6179,True,2.928938,0.238095238095,MpF?GE_?G?w_?@??_,14,"claw_free,connected",maximum_degree,5,average_degree,2.4285714285714284,>=,2.666666666666667,14,17,0.18681318681318682,1,5,2.4285714285714284
6180,True,3.996366,0.040404040404,Jh_GM?@?KO?,12,"claw_free,connected",maximum_degree,4,average_degree,2.1818181818181817,>=,2.2222222222222223,11,12,0.21818181818181817,1,4,2.1818181818181817
6181,True,3.764241,0.040404040404,Jh_GKO@?M??,12,"claw_free,connected",maximum_degree,4,average_degree,2.1818181818181817,>=,2.222222222222222,11,12,0.21818181818181817,1,4,2.1818181818181817
6182,True,3.286771,0.0696026936027,MAUJ@@A????DCCWg?,232,"claw_free,connected",maximum_degree,5,average_degree,2.5714285714285716,>=,2.6410312650312653,14,18,0.1978021978021978,1,5,2.5714285714285716
6267,True,2.871887,0.428571428571,MhyGKW@?M??@?@oA?,13,"claw_free,connected",average_degree,3.0,maximum_degree,6,<=,5.571428571428571,14,21,0.23076923076923078,1,6,3.0
6268,True,3.317209,0.25,Oh_GKO@?M??@?@yOE?E?O,164,"claw_free,connected",average_degree,3.0,maximum_degree,6,<=,5.75,16,24,0.2,1,6,3.0
6269,True,3.086641,0.042471042471,MxF_GF??G?wC?@??_,14,"claw_free,connected",average_degree,2.7142857142857144,maximum_degree,5,<=,4.957528957528957,14,19,0.2087912087912088,1,5,2.7142857142857144
6272,True,0.365089,0.6,A_,1,"claw_free,connected",average_degree,1.0,clique_number,2,<=,1.4,2,1,1.0,1,1,1.0
6278,True,1.452442,0.243689349036,P`_GKO@?KYPhbRaZk?CR]bRs,718,"claw_free,connected",average_degree,5.882352941176471,clique_number,9,<=,8.756310650963574,17,50,0.36764705882352944,1,9,5.882352941176471
6352,True,0.593975,0.333333333333,A_,1,"claw_free,connected",clique_number,2,average_degree,1.0,>=,1.3333333333333335,2,1,1.0,1,1,1.0
6574,True,0.540496,1,VzCGGK@?G@_B?@??_?W?@??K??G??G??C??B???]???_,82,"claw_free,connected",total_domination_number,8,independence_number,10,<=,9.0,23,33,0.13043478260869565,2,4,2.869565217391304
6582,True,0.535782,1,H{D?H?@,28,"claw_free,connected",total_domination_number,6,matching_number,4,>=,5.0,9,9,0.25,1,3,2.0
6903,True,0.407952,1,H{D?H?@,28,"claw_free,connected",matching_number,4,total_domination_number,6,<=,5.0,9,9,0.25,1,3,2.0
688,True,1.117160,0.0562091503268,N~~~~~vAK??@?@??_?G,769,connected,density,0.4,proximity,0.2,>=,0.25620915032679736,15,42,0.4,1,9,5.6
